nominal_head_id,nominal_head_lemma,nominal_head_upos,dependent_id,dependent_lemma,dependent_upos,dependent_deprel,distance,position,num_dependents_nominal,num_dependents_dependent,ezafe_label,is_verbal,source_file
14.0,frašegird,NOUN,13.0,ō,ADP,case,1.0,before,2,1,2,0,Dk7-B.conllu
4.0,kirdārīh,NOUN,6.0,ōy,PRON,nmod,2.0,after,3,3,1,0,Dk7-B.conllu
4.0,kirdārīh,NOUN,13.0,frašegird,NOUN,conj,9.0,after,3,3,2,0,Dk7-B.conllu
4.0,kirdārīh,NOUN,28.0,abdīh,NOUN,conj,24.0,after,3,3,2,0,Dk7-B.conllu
6.0,ōy,PRON,5.0,ī,DET,det,1.0,before,2,1,2,0,Dk7-B.conllu
6.0,ōy,PRON,8.0,pus,NOUN,nmod,2.0,after,2,3,1,0,Dk7-B.conllu
8.0,pus,NOUN,7.0,ī,DET,det,1.0,before,2,1,2,0,Dk7-B.conllu
8.0,pus,NOUN,9.0,ušēdar,PROPN,appos,1.0,after,2,3,2,0,Dk7-B.conllu
9.0,ušēdar,PROPN,10.0,ušēdarmāh,PROPN,conj,1.0,after,2,1,2,0,Dk7-B.conllu
9.0,ušēdar,PROPN,12.0,sōšyāns,PROPN,conj,3.0,after,2,2,2,0,Dk7-B.conllu
12.0,sōšyāns,PROPN,11.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk7-B.conllu
13.0,frašegird,NOUN,15.0,axwān,NOUN,nmod,2.0,after,2,2,2,0,Dk7-B.conllu
13.0,frašegird,NOUN,20.0,a-marg,ADJ,acl:relcl,7.0,after,2,5,1,0,Dk7-B.conllu
15.0,axwān,NOUN,14.0,andar,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
17.0,dām1,NOUN,19.0,ohrmazd,PROPN,nmod,2.0,after,1,2,1,0,Dk7-B.conllu
19.0,ohrmazd,PROPN,18.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
24.0,ōy,PRON,23.0,az1,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
27.0,xwarrah,NOUN,26.0,warz,NOUN,nmod,1.0,before,1,1,2,0,Dk7-B.conllu
28.0,abdīh,NOUN,25.0,ud,CCONJ,cc,3.0,before,2,1,2,0,Dk7-B.conllu
28.0,abdīh,NOUN,27.0,xwarrah,NOUN,nmod,1.0,before,2,2,2,0,Dk7-B.conllu
29.0,nihang,NOUN,30.0,ēw,NUM,nummod,1.0,after,1,1,2,0,Dk7-B.conllu
8.0,zardušt,PROPN,6.0,pēš,ADV,advmod,2.0,before,2,1,2,0,Dk7-B.conllu
8.0,zardušt,PROPN,7.0,az1,ADP,case,1.0,before,2,1,2,0,Dk7-B.conllu
9.0,waxšwar,NOUN,12.0,dēn,NOUN,obl,3.0,after,2,4,1,0,Dk7-B.conllu
9.0,waxšwar,NOUN,15.0,nām,NOUN,advcl,6.0,after,2,2,2,0,Dk7-B.conllu
12.0,dēn,NOUN,10.0,ī,DET,det,2.0,before,3,1,2,0,Dk7-B.conllu
12.0,dēn,NOUN,11.0,andar,ADP,case,1.0,before,3,1,2,0,Dk7-B.conllu
12.0,dēn,NOUN,13.0,mahist,ADJ,amod,1.0,after,3,1,2,0,Dk7-B.conllu
15.0,nām,NOUN,14.0,a-guft,ADJ,amod,1.0,before,1,1,2,0,Dk7-B.conllu
6.0,mēnōy,NOUN,5.0,az1,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
7.0,and,PRON,8.0,ēw,NUM,nummod,1.0,after,1,1,2,0,Dk7-B.conllu
2.0,zamānag,NOUN,1.0,ān,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
4.0,abāyistan,NOUN,2.0,zamānag,NOUN,obl,2.0,before,3,2,2,0,Dk7-B.conllu
4.0,abāyistan,NOUN,3.0,ōh,ADV,advmod,1.0,before,3,1,2,0,Dk7-B.conllu
4.0,abāyistan,NOUN,7.0,abāyistan,VERB,conj,3.0,after,3,4,2,1,Dk7-B.conllu
10.0,mardōm,NOUN,9.0,harw,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
12.0,dēn,NOUN,11.0,pad,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
3.0,zardušt,PROPN,1.0,ud,CCONJ,cc,2.0,before,4,1,2,0,Dk7-B.conllu
3.0,zardušt,PROPN,2.0,niyāyišn,NOUN,nsubj,1.0,before,4,1,2,0,Dk7-B.conllu
3.0,zardušt,PROPN,5.0,spitāmān,PROPN,nmod,2.0,after,4,2,1,0,Dk7-B.conllu
3.0,zardušt,PROPN,6.0,ahlaw-frawahr,ADJ,amod,3.0,after,4,1,2,0,Dk7-B.conllu
5.0,spitāmān,PROPN,4.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
4.0,warz,NOUN,3.0,abar,ADP,case,1.0,before,4,1,2,0,Dk7-B.conllu
4.0,warz,NOUN,6.0,xwarrah,NOUN,conj,2.0,after,4,2,2,0,Dk7-B.conllu
4.0,warz,NOUN,8.0,abdīh,NOUN,conj,4.0,after,4,2,2,0,Dk7-B.conllu
4.0,warz,NOUN,12.0,waxšwar,NOUN,nmod,8.0,after,4,7,1,0,Dk7-B.conllu
6.0,xwarrah,NOUN,5.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk7-B.conllu
8.0,abdīh,NOUN,7.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk7-B.conllu
12.0,waxšwar,NOUN,9.0,ī,DET,det,3.0,before,6,1,2,0,Dk7-B.conllu
12.0,waxšwar,NOUN,10.0,dēn,NOUN,nmod,2.0,before,6,1,2,0,Dk7-B.conllu
12.0,waxšwar,NOUN,11.0,mahist,ADJ,amod,1.0,before,6,1,2,0,Dk7-B.conllu
12.0,waxšwar,NOUN,14.0,pahlom,ADJ,amod,2.0,after,6,2,2,0,Dk7-B.conllu
12.0,waxšwar,NOUN,15.0,yašt-frawahr,ADJ,amod,3.0,after,6,1,2,0,Dk7-B.conllu
12.0,waxšwar,NOUN,17.0,zardušt,PROPN,dislocated:topic,5.0,after,6,2,2,0,Dk7-B.conllu
17.0,zardušt,PROPN,16.0,spitāmān,PROPN,nmod,1.0,before,1,1,2,0,Dk7-B.conllu
21.0,gēhān,NOUN,20.0,andar,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
4.0,dar,NOUN,5.0,dah,NUM,nummod,1.0,after,2,1,2,0,Dk7-B.conllu
4.0,dar,NOUN,7.0,āgāhīh,NOUN,nmod,3.0,after,2,3,2,0,Dk7-B.conllu
7.0,āgāhīh,NOUN,6.0,pad,ADP,case,1.0,before,2,1,2,0,Dk7-B.conllu
7.0,āgāhīh,NOUN,11.0,wābarīgān,NOUN,nmod,4.0,after,2,4,1,0,Dk7-B.conllu
11.0,wābarīgān,NOUN,8.0,ī,DET,det,3.0,before,3,1,2,0,Dk7-B.conllu
11.0,wābarīgān,NOUN,9.0,az1,ADP,case,2.0,before,3,1,2,0,Dk7-B.conllu
11.0,wābarīgān,NOUN,10.0,abestāg,NOUN,nmod,1.0,before,3,1,2,0,Dk7-B.conllu
12.0,dēn,NOUN,14.0,ohrmazd,PROPN,nmod,2.0,after,1,2,1,0,Dk7-B.conllu
14.0,ohrmazd,PROPN,13.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
2.0,ōy,PRON,1.0,ud,CCONJ,cc,1.0,before,2,1,2,0,Dk7-B.conllu
2.0,ōy,PRON,3.0,ān,DET,nsubj,1.0,after,2,2,2,0,Dk7-B.conllu
6.0,zāyišn,NOUN,4.0,ī,SCONJ,mark,2.0,before,4,1,2,0,Dk7-B.conllu
6.0,zāyišn,NOUN,5.0,az1,ADP,case,1.0,before,4,1,2,0,Dk7-B.conllu
6.0,zāyišn,NOUN,10.0,warzāwend,ADJ,nmod,4.0,after,4,3,1,0,Dk7-B.conllu
6.0,zāyišn,NOUN,12.0,madan,NOUN,nmod,6.0,after,4,4,2,0,Dk7-B.conllu
8.0,ōy,PRON,7.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
12.0,madan,NOUN,11.0,frāz,ADV,case,1.0,before,3,1,2,0,Dk7-B.conllu
12.0,madan,NOUN,14.0,ōy,PRON,nmod,2.0,after,3,2,1,0,Dk7-B.conllu
12.0,madan,NOUN,17.0,ham-pursagīh,NOUN,nmod,5.0,after,3,3,2,0,Dk7-B.conllu
14.0,ōy,PRON,13.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
17.0,ham-pursagīh,NOUN,15.0,ō,ADP,case,2.0,before,2,1,2,0,Dk7-B.conllu
17.0,ham-pursagīh,NOUN,16.0,ohrmazd,PROPN,nmod,1.0,before,2,1,2,0,Dk7-B.conllu
2.0,ōy,PRON,3.0,ān,PRON,nsubj,1.0,after,2,2,2,0,Dk7-B.conllu
3.0,ān,PRON,6.0,ham-pursagīh,NOUN,acl:relcl,3.0,after,1,5,1,0,Dk7-B.conllu
6.0,ham-pursagīh,NOUN,4.0,ī,SCONJ,mark,2.0,before,4,1,2,0,Dk7-B.conllu
6.0,ham-pursagīh,NOUN,5.0,az1,ADP,case,1.0,before,4,1,2,0,Dk7-B.conllu
6.0,ham-pursagīh,NOUN,7.0,frāz,ADV,advmod,1.0,after,4,1,2,0,Dk7-B.conllu
6.0,ham-pursagīh,NOUN,9.0,āfrīgānīh,NOUN,obl,3.0,after,4,5,2,0,Dk7-B.conllu
9.0,āfrīgānīh,NOUN,8.0,tā,SCONJ,case,1.0,before,4,1,2,0,Dk7-B.conllu
9.0,āfrīgānīh,NOUN,11.0,ōy,PRON,nmod,2.0,after,4,2,1,0,Dk7-B.conllu
9.0,āfrīgānīh,NOUN,13.0,waxšwarīh,NOUN,nmod,4.0,after,4,2,2,0,Dk7-B.conllu
9.0,āfrīgānīh,NOUN,16.0,padīriftan,NOUN,conj,7.0,after,4,5,2,0,Dk7-B.conllu
11.0,ōy,PRON,10.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
13.0,waxšwarīh,NOUN,12.0,abar,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
16.0,padīriftan,NOUN,14.0,andar,ADP,case,2.0,before,4,1,2,0,Dk7-B.conllu
16.0,padīriftan,NOUN,15.0,gēhān,NOUN,nmod,1.0,before,4,1,2,0,Dk7-B.conllu
16.0,padīriftan,NOUN,19.0,wištāsp,PROPN,nmod,3.0,after,4,3,2,0,Dk7-B.conllu
16.0,padīriftan,NOUN,20.0,dēn,NOUN,nmod,4.0,after,4,1,2,0,Dk7-B.conllu
19.0,wištāsp,PROPN,17.0,burzāwand,ADJ,amod,2.0,before,2,1,2,0,Dk7-B.conllu
19.0,wištāsp,PROPN,18.0,kay,NOUN,nmod,1.0,before,2,1,2,0,Dk7-B.conllu
3.0,ān,PRON,6.0,ān,PRON,acl:relcl,3.0,after,1,4,2,0,Dk7-B.conllu
6.0,ān,PRON,5.0,az1,ADP,case,1.0,before,3,1,2,0,Dk7-B.conllu
6.0,ān,PRON,7.0,frāz,ADV,advmod,1.0,after,3,2,1,0,Dk7-B.conllu
6.0,ān,PRON,9.0,wihēz,NOUN,obl,3.0,after,3,4,2,0,Dk7-B.conllu
9.0,wihēz,NOUN,8.0,tā,SCONJ,case,1.0,before,3,1,2,0,Dk7-B.conllu
9.0,wihēz,NOUN,13.0,ruwān,NOUN,nmod,4.0,after,3,3,2,0,Dk7-B.conllu
9.0,wihēz,NOUN,18.0,axwān,NOUN,nmod,9.0,after,3,4,2,0,Dk7-B.conllu
13.0,ruwān,NOUN,11.0,ōy,PRON,nmod,2.0,before,2,1,2,0,Dk7-B.conllu
13.0,ruwān,NOUN,12.0,abēzag,ADJ,amod,1.0,before,2,2,1,0,Dk7-B.conllu
18.0,axwān,NOUN,14.0,ō,ADP,case,4.0,before,3,1,2,0,Dk7-B.conllu
18.0,axwān,NOUN,15.0,ān,DET,det,3.0,before,3,1,2,0,Dk7-B.conllu
18.0,axwān,NOUN,17.0,pahlom,ADJ,amod,1.0,before,3,2,1,0,Dk7-B.conllu
3.0,ān,PRON,9.0,ān,DET,acl:relcl,6.0,after,1,6,1,0,Dk7-B.conllu
11.0,xwadāyīh,NOUN,10.0,andar,ADP,case,1.0,before,2,1,2,0,Dk7-B.conllu
11.0,xwadāyīh,NOUN,15.0,wištāsp,PROPN,nmod,4.0,after,2,4,1,0,Dk7-B.conllu
15.0,wištāsp,PROPN,12.0,ī,DET,det,3.0,before,3,1,2,0,Dk7-B.conllu
15.0,wištāsp,PROPN,13.0,rām-šāh,NOUN,nmod,2.0,before,3,1,2,0,Dk7-B.conllu
15.0,wištāsp,PROPN,14.0,kay,NOUN,nmod,1.0,before,3,1,2,0,Dk7-B.conllu
3.0,ān,PRON,6.0,ān,DET,acl:relcl,3.0,after,1,5,1,0,Dk7-B.conllu
9.0,hanǰābišn,NOUN,8.0,tā,SCONJ,case,1.0,before,2,1,2,0,Dk7-B.conllu
9.0,hanǰābišn,NOUN,12.0,xwadāyīh,NOUN,nmod,3.0,after,2,3,1,0,Dk7-B.conllu
12.0,xwadāyīh,NOUN,10.0,ī,DET,det,2.0,before,2,1,2,0,Dk7-B.conllu
12.0,xwadāyīh,NOUN,11.0,ērān,NOUN,nmod,1.0,before,2,1,2,0,Dk7-B.conllu
3.0,ōy,PRON,1.0,ud,CCONJ,cc,2.0,before,3,1,2,0,Dk7-B.conllu
3.0,ōy,PRON,2.0,ud,CCONJ,cc:nc,1.0,before,3,1,2,0,Dk7-B.conllu
3.0,ōy,PRON,4.0,ān,DET,nsubj,1.0,after,3,2,2,0,Dk7-B.conllu
11.0,hazangrōzim,NOUN,13.0,zarduxštān,ADJ,amod,2.0,after,1,2,1,0,Dk7-B.conllu
14.0,sar,NOUN,10.0,tā,ADP,case,4.0,before,3,1,2,0,Dk7-B.conllu
14.0,sar,NOUN,11.0,hazangrōzim,NOUN,nmod,3.0,before,3,2,2,0,Dk7-B.conllu
14.0,sar,NOUN,15.0,rasišn,NOUN,conj,1.0,after,3,2,2,0,Dk7-B.conllu
15.0,rasišn,NOUN,17.0,ušēdar,PROPN,nmod,2.0,after,1,2,1,0,Dk7-B.conllu
17.0,ušēdar,PROPN,16.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
10.0,hazangrōzim,NOUN,9.0,tā,SCONJ,case,1.0,before,3,1,2,0,Dk7-B.conllu
10.0,hazangrōzim,NOUN,12.0,ušēdarān,ADJ,nmod,2.0,after,3,2,1,0,Dk7-B.conllu
10.0,hazangrōzim,NOUN,13.0,rasišn,NOUN,conj,3.0,after,3,2,2,0,Dk7-B.conllu
13.0,rasišn,NOUN,15.0,ušēdarmāh,PROPN,nmod,2.0,after,1,2,1,0,Dk7-B.conllu
15.0,ušēdarmāh,PROPN,14.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
10.0,hazangrōzim,NOUN,12.0,ušēdarmāhān,ADJ,amod,2.0,after,1,2,1,0,Dk7-B.conllu
13.0,sar,NOUN,9.0,tā,SCONJ,case,4.0,before,3,1,2,0,Dk7-B.conllu
13.0,sar,NOUN,10.0,hazangrōzim,NOUN,nmod,3.0,before,3,2,2,0,Dk7-B.conllu
13.0,sar,NOUN,15.0,rasišn,NOUN,conj,2.0,after,3,3,2,0,Dk7-B.conllu
15.0,rasišn,NOUN,14.0,ud,CCONJ,cc,1.0,before,2,1,2,0,Dk7-B.conllu
15.0,rasišn,NOUN,19.0,sōšyāns,PROPN,nmod,4.0,after,2,1,2,0,Dk7-B.conllu
5.0,rasišn,NOUN,4.0,az1,ADP,case,1.0,before,4,1,2,0,Dk7-B.conllu
5.0,rasišn,NOUN,7.0,sūdōmand,ADJ,nmod,2.0,after,4,3,1,0,Dk7-B.conllu
5.0,rasišn,NOUN,10.0,frašegird,NOUN,conj,5.0,after,4,2,2,0,Dk7-B.conllu
5.0,rasišn,NOUN,11.0,tan,NOUN,conj,6.0,after,4,2,2,0,Dk7-B.conllu
10.0,frašegird,NOUN,9.0,abd,ADJ,amod,1.0,before,1,1,2,0,Dk7-B.conllu
11.0,tan,NOUN,13.0,pasēn,ADJ,amod,2.0,after,1,2,1,0,Dk7-B.conllu
3.0,nihang,NOUN,4.0,ēw,NUM,nummod,1.0,after,2,1,2,0,Dk7-B.conllu
3.0,nihang,NOUN,7.0,ōy,PRON,obl,4.0,after,2,3,1,0,Dk7-B.conllu
7.0,ōy,PRON,5.0,ī,DET,det,2.0,before,2,1,2,0,Dk7-B.conllu
7.0,ōy,PRON,6.0,az1,ADP,case,1.0,before,2,1,2,0,Dk7-B.conllu
2.0,abdīh,NOUN,1.0,abar,ADP,case,1.0,before,3,1,2,0,Dk7-B.conllu
2.0,abdīh,NOUN,4.0,paydāgīhistan,NOUN,nmod,2.0,after,3,3,1,0,Dk7-B.conllu
2.0,abdīh,NOUN,8.0,zāyišn,NOUN,obl,6.0,after,3,4,2,0,Dk7-B.conllu
4.0,paydāgīhistan,NOUN,3.0,ī,DET,det,1.0,before,2,1,2,0,Dk7-B.conllu
4.0,paydāgīhistan,NOUN,6.0,ōy,PRON,nmod,2.0,after,2,2,2,0,Dk7-B.conllu
6.0,ōy,PRON,5.0,pad,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
8.0,zāyišn,NOUN,7.0,az1,ADP,case,1.0,before,3,1,2,0,Dk7-B.conllu
8.0,zāyišn,NOUN,12.0,farrox,ADJ,nmod,4.0,after,3,4,1,0,Dk7-B.conllu
8.0,zāyišn,NOUN,14.0,mādar,NOUN,nmod,6.0,after,3,2,2,0,Dk7-B.conllu
14.0,mādar,NOUN,13.0,az1,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
9.0,zardušt,PROPN,8.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
10.0,xwarrah,NOUN,7.0,ān,DET,det,3.0,before,2,1,2,0,Dk7-B.conllu
10.0,xwarrah,NOUN,9.0,zardušt,PROPN,nmod,1.0,before,2,2,1,0,Dk7-B.conllu
13.0,ārag,NOUN,11.0,tar,ADP,case,2.0,before,2,1,2,0,Dk7-B.conllu
13.0,ārag,NOUN,12.0,mādišt,NOUN,nmod,1.0,before,2,1,2,0,Dk7-B.conllu
15.0,zardušt,PROPN,14.0,ō,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
2.0,framān,NOUN,17.0,madan,VERB,acl,15.0,after,1,4,2,1,Dk7-B.conllu
5.0,ohrmazd,PROPN,4.0,az1,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
7.0,xwarrah,NOUN,6.0,ān,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
9.0,mēnōy,NOUN,8.0,az1,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
11.0,gētī,NOUN,10.0,ō,ADP,case,1.0,before,2,1,2,0,Dk7-B.conllu
11.0,gētī,NOUN,16.0,mādišt,NOUN,conj,5.0,after,2,4,2,0,Dk7-B.conllu
15.0,zardušt,PROPN,14.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
16.0,mādišt,NOUN,12.0,ud,CCONJ,cc,4.0,before,3,1,2,0,Dk7-B.conllu
16.0,mādišt,NOUN,13.0,ān,DET,det,3.0,before,3,1,2,0,Dk7-B.conllu
16.0,mādišt,NOUN,15.0,zardušt,PROPN,nmod,1.0,before,3,2,1,0,Dk7-B.conllu
20.0,abdīh,NOUN,19.0,wuzurg,ADJ,amod,1.0,before,1,1,2,0,Dk7-B.conllu
10.0,zardušt,PROPN,9.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
11.0,dahišn,NOUN,8.0,ān,DET,det,3.0,before,2,1,2,0,Dk7-B.conllu
11.0,dahišn,NOUN,10.0,zardušt,PROPN,nmod,1.0,before,2,2,1,0,Dk7-B.conllu
20.0,dahišn,NOUN,17.0,pēš-nēmag,NOUN,nmod,3.0,before,3,1,2,0,Dk7-B.conllu
20.0,dahišn,NOUN,19.0,ohrmazd,PROPN,nmod,1.0,before,3,2,1,0,Dk7-B.conllu
20.0,dahišn,NOUN,22.0,zardušt,PROPN,nmod,2.0,after,3,2,1,0,Dk7-B.conllu
22.0,zardušt,PROPN,21.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
28.0,māh,NOUN,25.0,abar,ADV,advmod,3.0,before,3,1,2,0,Dk7-B.conllu
28.0,māh,NOUN,26.0,ō,ADV,case,2.0,before,3,1,2,0,Dk7-B.conllu
28.0,māh,NOUN,27.0,ān,DET,det,1.0,before,3,1,2,0,Dk7-B.conllu
4.0,māh,NOUN,2.0,az1,ADP,case,2.0,before,2,1,2,0,Dk7-B.conllu
4.0,māh,NOUN,3.0,ān,DET,det,1.0,before,2,1,2,0,Dk7-B.conllu
11.0,rōšnīh,NOUN,6.0,abar,ADV,advmod,5.0,before,4,1,2,0,Dk7-B.conllu
11.0,rōšnīh,NOUN,7.0,az1,ADP,case,4.0,before,4,1,2,0,Dk7-B.conllu
11.0,rōšnīh,NOUN,8.0,ān,DET,det,3.0,before,4,1,2,0,Dk7-B.conllu
11.0,rōšnīh,NOUN,10.0,an-agr,ADJ,amod,1.0,before,4,2,1,0,Dk7-B.conllu
7.0,xwaršēd,NOUN,3.0,abar,ADV,advmod,4.0,before,4,1,2,0,Dk7-B.conllu
7.0,xwaršēd,NOUN,4.0,ō,ADP,case,3.0,before,4,1,2,0,Dk7-B.conllu
7.0,xwaršēd,NOUN,5.0,ān,DET,det,2.0,before,4,1,2,0,Dk7-B.conllu
7.0,xwaršēd,NOUN,6.0,ī,DET,det,1.0,before,4,1,2,0,Dk7-B.conllu
4.0,xwaršēd,NOUN,1.0,az1,ADP,case,3.0,before,3,1,2,0,Dk7-B.conllu
4.0,xwaršēd,NOUN,2.0,ān,DET,det,2.0,before,3,1,2,0,Dk7-B.conllu
4.0,xwaršēd,NOUN,3.0,ī,DET,det,1.0,before,3,1,2,0,Dk7-B.conllu
9.0,māh,NOUN,7.0,abar,ADV,case,2.0,before,2,1,2,0,Dk7-B.conllu
9.0,māh,NOUN,8.0,ān,DET,det,1.0,before,2,1,2,0,Dk7-B.conllu
3.0,māh,NOUN,1.0,az1,ADP,case,2.0,before,2,1,2,0,Dk7-B.conllu
3.0,māh,NOUN,2.0,ān,DET,det,1.0,before,2,1,2,0,Dk7-B.conllu
9.0,star,NOUN,6.0,abar,ADV,advmod,3.0,before,3,1,2,0,Dk7-B.conllu
9.0,star,NOUN,7.0,ō,ADV,case,2.0,before,3,1,2,0,Dk7-B.conllu
9.0,star,NOUN,8.0,awēšān,PRON,det,1.0,before,3,1,2,0,Dk7-B.conllu
3.0,stārag,NOUN,1.0,az1,ADP,case,2.0,before,2,1,2,0,Dk7-B.conllu
3.0,stārag,NOUN,2.0,awēšān,PRON,det,1.0,before,2,1,2,0,Dk7-B.conllu
8.0,ātaxš,NOUN,6.0,abar,ADV,advmod,2.0,before,3,1,2,0,Dk7-B.conllu
8.0,ātaxš,NOUN,7.0,ō,ADP,case,1.0,before,3,1,2,0,Dk7-B.conllu
8.0,ātaxš,NOUN,11.0,xānag,NOUN,nmod,3.0,after,3,4,1,0,Dk7-B.conllu
11.0,xānag,NOUN,9.0,ī,DET,det,2.0,before,3,1,2,0,Dk7-B.conllu
11.0,xānag,NOUN,10.0,pad,ADP,case,1.0,before,3,1,2,0,Dk7-B.conllu
11.0,xānag,NOUN,12.0,zōiš,PROPN,nmod,1.0,after,3,1,2,0,Dk7-B.conllu
3.0,ātaxš,NOUN,1.0,az1,ADP,case,2.0,before,2,1,2,0,Dk7-B.conllu
3.0,ātaxš,NOUN,2.0,ān,DET,det,1.0,before,2,1,2,0,Dk7-B.conllu
11.0,zōiš,PROPN,9.0,ī,DET,det,2.0,before,2,1,2,0,Dk7-B.conllu
11.0,zōiš,PROPN,10.0,frāhimruwānān,ADJ,amod,1.0,before,2,1,2,0,Dk7-B.conllu
12.0,zan,NOUN,6.0,abar,ADV,advmod,6.0,before,4,1,2,0,Dk7-B.conllu
12.0,zan,NOUN,7.0,ō,ADP,case,5.0,before,4,1,2,0,Dk7-B.conllu
12.0,zan,NOUN,8.0,ān,DET,det,4.0,before,4,1,2,0,Dk7-B.conllu
12.0,zan,NOUN,11.0,zōiš,PROPN,nmod,1.0,before,4,3,1,0,Dk7-B.conllu
15.0,kanīg,NOUN,14.0,ān,DET,det,1.0,before,2,1,2,0,Dk7-B.conllu
15.0,kanīg,NOUN,21.0,burdār,NOUN,acl:relcl,6.0,after,2,4,2,0,Dk7-B.conllu
21.0,burdār,NOUN,18.0,kē,SCONJ,mark,3.0,before,3,1,2,0,Dk7-B.conllu
21.0,burdār,NOUN,19.0,būdan,AUX,cop,2.0,before,3,1,2,1,Dk7-B.conllu
21.0,burdār,NOUN,20.0,zardušt,PROPN,nmod,1.0,before,3,1,2,0,Dk7-B.conllu
5.0,ham,PRON,4.0,ō,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
8.0,zamg,NOUN,7.0,andarg,ADP,case,1.0,before,2,1,2,0,Dk7-B.conllu
8.0,zamg,NOUN,10.0,asmān,NOUN,conj,2.0,after,2,2,2,0,Dk7-B.conllu
10.0,asmān,NOUN,9.0,andarg,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
7.0,ōy,PRON,6.0,ō,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
12.0,awēšān,PRON,11.0,az1,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
15.0,wis,NOUN,13.0,ō,ADP,case,2.0,before,4,1,2,0,Dk7-B.conllu
15.0,wis,NOUN,14.0,ān,DET,det,1.0,before,4,1,2,0,Dk7-B.conllu
15.0,wis,NOUN,20.0,grift,ADJ,acl:relcl,5.0,after,4,6,2,0,Dk7-B.conllu
15.0,wis,NOUN,38.0,raftēnīdan,VERB,acl:relcl,23.0,after,4,8,2,1,Dk7-B.conllu
22.0,bālāy,NOUN,21.0,pad,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
26.0,pahnāy,NOUN,25.0,pad,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
34.0,gōspand,NOUN,33.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk7-B.conllu
37.0,ham,PRON,36.0,ō,ADP,case,1.0,before,1,1,2,0,Dk7-B.conllu
40.0,ayārīh,NOUN,39.0,ō,ADP,case,1.0,before,2,1,2,0,Dk7-B.conllu
40.0,ayārīh,NOUN,42.0,tō,PRON,nmod,2.0,after,2,2,1,0,Dk7-B.conllu
42.0,tō,PRON,41.0,ī,DET,det,1.0,before,1,1,2,0,Dk7-B.conllu
44.0,wis,NOUN,43.0,ān,DET,det,1.0,before,3,1,2,0,Dk7-B.conllu
44.0,wis,NOUN,45.0,bay-tāšīd,ADJ,amod,1.0,after,3,1,2,0,Dk7-B.conllu
44.0,wis,NOUN,47.0,xwābar,ADJ,amod,3.0,after,3,2,1,0,Dk7-B.conllu
2.0,dādār,NOUN,1.0,šnāyišn,NOUN,nsubj,1.0,before,7,1,2,0,GBd_TD1.conllu
2.0,dādār,NOUN,3.0,ohrmazd,PROPN,flat,1.0,after,7,1,2,0,GBd_TD1.conllu
2.0,dādār,NOUN,4.0,rāyōmand,ADJ,amod,2.0,after,7,3,2,0,GBd_TD1.conllu
2.0,dādār,NOUN,8.0,dānāg,ADJ,amod,6.0,after,7,2,1,0,GBd_TD1.conllu
2.0,dādār,NOUN,10.0,tuwānāg,ADJ,amod,8.0,after,7,2,1,0,GBd_TD1.conllu
2.0,dādār,NOUN,12.0,mahist,ADJ,amod,10.0,after,7,5,1,0,GBd_TD1.conllu
2.0,dādār,NOUN,21.0,yazad,NOUN,conj,19.0,after,7,4,2,0,GBd_TD1.conllu
